tid,toi,toidisplay,toipfx,ctoi_alias,pl_pnum,tfopwg_disp,st_tmag,st_tmagerr1,st_tmagerr2,st_tmagsymerr,st_tmaglim,rastr,ra,raerr1,raerr2,rasymerr,decstr,dec,decerr1,decerr2,decsymerr,st_pmra,st_pmraerr1,st_pmraerr2,st_pmrasymerr,st_pmralim,st_pmdec,st_pmdecerr1,st_pmdecerr2,st_pmdecsymerr,st_pmdeclim,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,pl_tranmidsymerr,pl_tranmidlim,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbpersymerr,pl_orbperlim,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandurhsymerr,pl_trandurhlim,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_trandepsymerr,pl_trandeplim,pl_rade,pl_radeerr1,pl_radeerr2,pl_radesymerr,pl_radelim,pl_insol,pl_insolerr1,pl_insolerr2,pl_insolsymerr,pl_insollim,pl_eqt,pl_eqterr1,pl_eqterr2,pl_eqtsymerr,pl_eqtlim,st_dist,st_disterr1,st_disterr2,st_distsymerr,st_distlim,st_teff,st_tefferr1,st_tefferr2,st_teffsymerr,st_tefflim,st_logg,st_loggerr1,st_loggerr2,st_loggsymerr,st_logglim,st_rad,st_raderr1,st_raderr2,st_radsymerr,st_radlim,sectors,toi_created,rowupdate,release_date
304142124,"1793.01","TOI-1793.01","1793","304142124.01",1,"CP",7.8436000,0.006,-0.006,1,0,"10h59m25.52s",164.8563360,,,,"-56d37m24.8s",-56.6235560,,,,-416.8800000,0.083,-0.083,1,0,-119.7100000,0.075,-0.075,1,0,2460017.4292250,0.000887,-0.000887,1,0,55.0870000,0.0200000,-0.0200000,1,0,5.7090000,0.7350000,-0.7350000,1,0,2509.0000000,91.5469000,-91.5469000,1,0,4.3663900,0.2439130,-0.2439130,1,0,16.5899000,,,,,562.0000000,,,,,36.9941000,0.0688000,-0.0688000,1,0,5175.0000000,51.9000000,-51.9000000,1,0,4.5100000,0.0400000,-0.0400000,1,0,0.8700000,0.0400000,-0.0400000,1,0,,"2020-03-16 09:31:24","2023-05-11 10:10:01","2025-09-28 22:48:44"
286916251,"1794.01","TOI-1794.01","1794","286916251.01",1,"CP",9.6992400,0.006,-0.006,1,0,"13h33m35.4s",203.3974860,,,,"+49d03m39.03s",49.0608430,,,,-33.0340000,0.033,-0.033,1,0,-68.0240000,0.034,-0.034,1,0,2458715.3108960,0.001978,-0.001978,1,0,8.7655468,0.0000339,-0.0000339,1,0,4.0264463,0.3263525,-0.3263525,1,0,572.6986983,32.2829740,-32.2829740,1,0,3.3302665,0.5798505,-0.5798505,1,0,228.9130329,,,,,992.0587214,,,,,155.7910000,0.6215000,-0.6215000,1,0,5707.0000000,115.6950000,-115.6950000,1,0,4.2180300,0.0721788,-0.0721788,1,0,1.2992100,0.0613468,-0.0613468,1,0,,"2020-04-15 12:38:54","2025-08-01 10:05:58","2025-09-28 22:48:44"
368435330,"1797.01","TOI-1797.01","1797","368435330.01",1,"CP",8.6259000,0.006,-0.006,1,0,"10h51m06.41s",162.7766970,,,,"+25d38m27.83s",25.6410650,,,,-92.8390000,0.090,-0.090,1,0,-23.2170000,0.109,-0.109,1,0,2459631.9014760,0.001353,-0.001353,1,0,3.6451549,0.0000140,-0.0000140,1,0,2.0550000,0.1630000,-0.1630000,1,0,780.0000000,0.6286930,-0.6286930,1,0,2.9932400,0.1654560,-0.1654560,1,0,283.7190000,,,,,1143.0000000,,,,,82.3432000,0.3914000,-0.3914000,1,0,5922.0000000,120.4000000,-120.4000000,1,0,4.4300000,0.0800000,-0.0800000,1,0,1.0500000,0.0500000,-0.0500000,1,0,,"2020-04-15 12:38:54","2022-07-12 16:02:02","2025-09-28 22:48:44"
368435330,"1797.02","TOI-1797.02","1797","368435330.02",2,"CP",8.6259000,0.006,-0.006,1,0,"10h51m06.41s",162.7766970,,,,"+25d38m27.83s",25.6410650,,,,-92.8390000,0.090,-0.090,1,0,-23.2170000,0.109,-0.109,1,0,2459635.9262830,0.003001,-0.003001,1,0,1.0376109,0.0000082,-0.0000082,1,0,1.5880000,0.2730000,-0.2730000,1,0,210.0000000,0.7062730,-0.7062730,1,0,1.5367100,0.1200570,-0.1200570,1,0,2287.7100000,,,,,1926.0000000,,,,,82.3432000,0.3914000,-0.3914000,1,0,5922.0000000,120.4000000,-120.4000000,1,0,4.4300000,0.0800000,-0.0800000,1,0,1.0500000,0.0500000,-0.0500000,1,0,,"2022-03-24 21:38:37","2022-07-29 12:02:47","2025-09-28 22:48:44"
198153540,"1798.01","TOI-1798.01","1798","198153540.01",1,"CP",10.5191000,0.006,-0.006,1,0,"14h04m22.54s",211.0939370,,,,"+46d31m09.42s",46.5192830,,,,-27.3450000,0.034,-0.034,1,0,-27.1190000,0.037,-0.037,1,0,2458741.6003950,0.002150,-0.002150,1,0,8.0214735,0.0000281,-0.0000281,1,0,3.2087652,0.6931132,-0.6931132,1,0,882.3089291,67.5062800,-67.5062800,1,0,2.3381058,2.0541480,-2.0541480,1,0,69.7589934,,,,,737.0887807,,,,,113.1810000,0.3085000,-0.3085000,1,0,5165.2000000,103.5000000,-103.5000000,1,0,4.5900000,0.0800000,-0.0800000,1,0,0.7846180,0.0392965,-0.0392965,1,0,,"2020-04-15 12:38:54","2025-08-01 10:05:58","2025-09-28 22:48:44"
198153540,"1798.02","TOI-1798.02","1798","198153540.02",2,"CP",10.5191000,0.006,-0.006,1,0,"14h04m22.54s",211.0939370,,,,"+46d31m09.42s",46.5192830,,,,-27.3450000,0.034,-0.034,1,0,-27.1190000,0.037,-0.037,1,0,2458739.0748460,0.000786,-0.000786,1,0,0.4378083,0.0000071,-0.0000071,1,0,1.1404291,0.1425868,-0.1425868,1,0,290.8856184,25.6780780,-25.6780780,1,0,1.3740020,1.1048404,-1.1048404,1,0,3369.4605233,,,,,1943.1657306,,,,,113.1810000,0.3085000,-0.3085000,1,0,5165.2000000,103.5000000,-103.5000000,1,0,4.5900000,0.0800000,-0.0800000,1,0,0.7846180,0.0392965,-0.0392965,1,0,,"2020-07-16 04:56:45","2025-08-01 10:05:58","2025-09-28 22:48:44"
8967242,"1799.01","TOI-1799.01","1799","8967242.01",1,"CP",8.3662000,0.006,-0.006,1,0,"11h08m55.9s",167.2329150,,,,"+34d18m10.85s",34.3030150,,,,-9.0330000,0.070,-0.070,1,0,-40.8350000,0.069,-0.069,1,0,2458904.8157730,0.003937,-0.003937,1,0,7.0938530,0.0020861,-0.0020861,1,0,2.5107626,0.8120722,-0.8120722,1,0,284.2381135,46.0323370,-46.0323370,1,0,1.6277147,3.3778024,-3.3778024,1,0,163.4661355,,,,,911.9619079,,,,,62.1274000,0.1956000,-0.1956000,1,0,5690.0000000,122.7470000,-122.7470000,1,0,4.4806200,0.0772114,-0.0772114,1,0,0.9569410,0.0464397,-0.0464397,1,0,,"2020-04-15 12:38:54","2021-10-29 12:59:15","2025-09-28 22:48:44"
119584412,"1801.01","TOI-1801.01","1801","119584412.01",1,"CP",9.8562300,0.007,-0.007,1,0,"11h42m18.14s",175.5755990,,,,"+23d01m37.32s",23.0270330,,,,-205.0150000,0.169,-0.169,1,0,41.4260000,0.395,-0.395,1,0,2459648.6197350,0.002932,-0.002932,1,0,10.6439385,0.0000687,-0.0000687,1,0,2.7130000,0.3850000,-0.3850000,1,0,1240.0000000,2.2103100,-2.2103100,1,0,1.9889100,0.1074490,-0.1074490,1,0,10.7276000,,,,,504.0000000,,,,,30.6796000,0.1677000,-0.1677000,1,0,3815.0000000,157.0000000,-157.0000000,1,0,4.6977500,0.0097538,-0.0097538,1,0,0.5500000,0.0200000,-0.0200000,1,0,,"2020-04-15 12:38:54","2023-12-03 12:03:15","2025-09-28 22:48:44"
166648874,"1806.01","TOI-1806.01","1806","166648874.01",1,"CP",12.6196000,0.008,-0.008,1,0,"11h04m28.36s",166.1181470,,,,"+30d27m30.87s",30.4585760,,,,-163.2720000,0.105,-0.105,1,0,-40.4350000,0.131,-0.131,1,0,2458909.5434140,0.002263,-0.002263,1,0,15.1512051,0.0001358,-0.0001358,1,0,2.3438166,0.4573348,-0.4573348,1,0,4955.3042920,547.3573600,-547.3573600,1,0,2.8411799,0.8305120,-0.8305120,1,0,2.1462129,,,,,308.7009384,,,,,55.5211000,0.1999000,-0.1999000,1,0,3272.0000000,157.0000000,-157.0000000,1,0,4.8252100,0.0034367,-0.0034367,1,0,0.4015750,0.0119287,-0.0119287,1,0,,"2020-04-15 12:38:54","2025-04-20 12:03:53","2025-09-28 22:48:44"
180695581,"1807.01","TOI-1807.01","1807","180695581.01",1,"CP",9.0363000,0.006,-0.006,1,0,"13h25m07.83s",201.2826260,,,,"+38d55m20.52s",38.9223670,,,,-124.7130000,0.027,-0.027,1,0,-27.3770000,0.039,-0.039,1,0,2459664.0705470,0.001586,-0.001586,1,0,0.5493700,0.0000015,-0.0000015,1,0,0.8830000,0.2420000,-0.2420000,1,0,370.0000000,1.6264600,-1.6264600,1,0,1.5390400,0.1398760,-0.1398760,1,0,1407.2200000,,,,,1706.0000000,,,,,42.5775000,0.0621000,-0.0621000,1,0,4612.9900000,99.6652000,-99.6652000,1,0,4.5617200,0.0838448,-0.0838448,1,0,0.7400000,0.0500000,-0.0500000,1,0,,"2020-04-15 12:38:54","2022-07-19 15:34:37","2025-09-28 22:48:44"
76923707,"181.01","TOI-181.01","181","76923707.01",1,"CP",10.4654000,0.006,-0.006,1,0,"23h28m41.41s",352.1725410,,,,"-34d29m29.08s",-34.4914100,,,,111.3640000,0.075,-0.075,1,0,-2.5880000,0.094,-0.094,1,0,2458358.1182630,0.000227,-0.000227,1,0,4.5320502,0.0000030,-0.0000030,1,0,2.3754425,0.0422327,-0.0422327,1,0,7874.5852788,93.5956700,-93.5956700,1,0,7.0590799,0.5248592,-0.5248592,1,0,123.9023995,,,,,850.9218562,,,,,96.2338000,0.5747500,-0.5747500,1,0,4983.0000000,180.0000000,-180.0000000,1,0,4.6144500,0.3185650,-0.3185650,1,0,0.8055730,0.0550251,-0.0550251,1,0,,"2018-11-03 00:36:48","2021-10-29 12:59:15","2025-09-28 22:48:44"
376524552,"1811.01","TOI-1811.01","1811","376524552.01",1,"CP",11.1237000,0.006,-0.006,1,0,"12h35m41.37s",188.9223580,,,,"+27d12m51.76s",27.2143770,,,,-45.8740000,0.058,-0.058,1,0,-10.7660000,0.035,-0.035,1,0,2459661.0502920,0.000236,-0.000236,1,0,3.7130701,0.0000018,-0.0000018,1,0,1.6540000,0.0460000,-0.0460000,1,0,19610.0000000,3.3032200,-3.3032200,1,0,11.7215000,0.8176830,-0.8176830,1,0,55.9743000,,,,,762.0000000,,,,,128.2300000,0.7075000,-0.7075000,1,0,4719.0000000,120.3760000,-120.3760000,1,0,4.4973800,0.0908426,-0.0908426,1,0,0.8100000,0.0600000,-0.0600000,1,0,,"2020-04-15 12:38:54","2022-07-14 10:10:02","2025-09-28 22:48:44"
393831507,"1820.01","TOI-1820.01","1820","393831507.01",1,"CP",10.5268000,0.006,-0.006,1,0,"12h30m44.81s",187.6867210,,,,"+27d27m07.21s",27.4520020,,,,50.5430000,0.081,-0.081,1,0,-33.9340000,0.082,-0.082,1,0,2459661.3283250,0.000657,-0.000657,1,0,4.8606730,0.0000064,-0.0000064,1,0,2.6320000,0.3600000,-0.3600000,1,0,6140.0000000,3.1503500,-3.1503500,1,0,11.4272000,0.5893000,-0.5893000,1,0,292.2450000,,,,,1151.0000000,,,,,248.5040000,3.5970000,-3.5970000,1,0,5778.2000000,106.3000000,-106.3000000,1,0,4.1600000,0.0700000,-0.0700000,1,0,1.4000000,0.0600000,-0.0600000,1,0,,"2020-04-17 11:50:40","2023-03-03 12:03:04","2025-09-28 22:48:44"
142381532,"1823.01","TOI-1823.01","1823","142381532.01",1,"CP",9.7722000,0.006,-0.006,1,0,"13h04m52.73s",196.2197200,,,,"+63d45m11.74s",63.7532610,,,,-65.3270000,0.045,-0.045,1,0,-123.0810000,0.033,-0.033,1,0,2460345.3485660,0.000736,-0.000736,1,0,38.8135498,0.0000351,-0.0000351,1,0,5.9440000,0.6100000,-0.6100000,1,0,9593.0000000,307.4060000,-307.4060000,1,0,8.2069500,0.5641510,-0.5641510,1,0,9.2971700,,,,,486.0000000,,,,,71.6456000,0.1149500,-0.1149500,1,0,4760.0000000,117.2000000,-117.2000000,1,0,4.4900000,0.0900000,-0.0900000,1,0,0.8200000,0.0500000,-0.0500000,1,0,,"2020-04-17 11:50:40","2025-04-20 12:03:53","2025-09-28 22:48:44"
142387023,"1824.01","TOI-1824.01","1824","142387023.01",1,"CP",8.9754000,0.006,-0.006,1,0,"13h10m55.49s",197.7312290,,,,"+61d44m41.46s",61.7448490,,,,4.5480000,0.049,-0.049,1,0,16.3620000,0.044,-0.044,1,0,2460362.1035390,0.002710,-0.002710,1,0,22.8085719,0.0000606,-0.0000606,1,0,3.8470000,0.2600000,-0.2600000,1,0,977.0000000,30.2312000,-30.2312000,1,0,2.4545900,0.1543260,-0.1543260,1,0,14.6287000,,,,,544.0000000,,,,,59.4314000,0.1297000,-0.1297000,1,0,5182.0000000,127.3000000,-127.3000000,1,0,4.5500000,0.0800000,-0.0800000,1,0,0.8200000,0.0500000,-0.0500000,1,0,,"2020-04-17 11:50:40","2025-04-20 12:03:53","2025-09-28 22:48:44"
229400092,"1826.01","TOI-1826.01","1826","229400092.01",1,"CP",11.2086000,0.006,-0.006,1,0,"19h29m50.12s",292.4588210,,,,"+62d31m45.08s",62.5291890,,,,20.9570000,0.046,-0.046,1,0,-6.0560000,0.043,-0.043,1,0,2459761.7264990,0.000186,-0.000186,1,0,4.1419805,0.0000009,-0.0000009,1,0,2.3809654,0.0112155,-0.0112155,1,0,10130.9411804,39.5020140,-39.5020140,1,0,12.9812632,0.6613404,-0.6613404,1,0,462.8529919,,,,,1182.9884880,,,,,265.4710000,1.3670000,-1.3670000,1,0,5418.3000000,109.0000000,-109.0000000,1,0,4.3100000,0.0800000,-0.0800000,1,0,1.1561400,0.0587940,-0.0587940,1,0,,"2020-05-07 18:04:46","2023-06-13 16:02:07","2025-09-28 22:48:44"
390651552,"1827.01","TOI-1827.01","1827","390651552.01",1,"CP",8.8223000,0.007,-0.007,1,0,"12h47m55.57s",191.9815310,,,,"+09d44m57.9s",9.7494180,,,,-1008.6000000,0.138,-0.138,1,0,-459.8000000,0.079,-0.079,1,0,2459691.1493370,0.001249,-0.001249,1,0,1.4671190,0.0000025,-0.0000025,1,0,1.0069313,0.1084921,-0.1084921,1,0,1550.6323680,46.2741700,-46.2741700,1,0,1.3241394,0.3301907,-0.3301907,1,0,39.4922140,,,,,639.3631768,,,,,8.0742600,0.0040950,-0.0040950,1,0,3297.0000000,157.0000000,-157.0000000,1,0,4.8900000,,,1,0,0.3314720,0.0098315,-0.0098315,1,0,,"2020-05-07 18:04:46","2022-11-09 16:02:01","2025-09-28 22:48:44"
232982938,"1828.01","TOI-1828.01","1828","232982938.01",1,"CP",11.1315000,0.007,-0.007,1,0,"16h06m14.94s",241.5622480,,,,"+69d37m18.49s",69.6218020,,,,-13.2630000,0.033,-0.033,1,0,23.8360000,0.033,-0.033,1,0,2459918.4383760,0.002724,-0.002724,1,0,9.0941239,0.0000137,-0.0000137,1,0,4.3890000,0.1500000,-0.1500000,1,0,2570.0000000,0.1886250,-0.1886250,1,0,8.0983800,0.4106570,-0.4106570,1,0,180.2720000,,,,,1020.0000000,,,,,369.9860000,2.4670000,-2.4670000,1,0,5759.8000000,165.5000000,-165.5000000,1,0,4.0700000,0.0800000,-0.0800000,1,0,1.5600000,0.0800000,-0.0800000,1,0,,"2020-05-07 18:04:46","2024-02-13 12:03:01","2025-09-28 22:48:44"
207468071,"1836.01","TOI-1836.01","1836","207468071.01",1,"CP",9.2941600,0.006,-0.006,1,0,"16h23m37.9s",245.9079240,,,,"+54d41m24.28s",54.6900770,,,,-38.2320000,0.045,-0.045,1,0,73.2060000,0.049,-0.049,1,0,2458933.1672270,0.000772,-0.000772,1,0,20.3807824,0.0000178,-0.0000178,1,0,6.6590149,0.0683726,-0.0683726,1,0,2371.5221505,26.7121730,-26.7121730,1,0,8.2227994,0.3622537,-0.3622537,1,0,153.5184581,,,,,897.7592727,,,,,191.6490000,0.9245000,-0.9245000,1,0,6351.0000000,118.9000000,-118.9000000,1,0,4.1200000,0.0800000,-0.0800000,1,0,1.6198800,0.0676734,-0.0676734,1,0,,"2020-05-07 18:04:46","2025-07-21 16:00:02","2025-09-28 22:48:44"
404505029,"1842.01","TOI-1842.01","1842","404505029.01",1,"CP",9.2673300,0.006,-0.006,1,0,"13h27m51.04s",201.9626550,,,,"+09d01m50.32s",9.0306440,,,,-23.9760000,0.092,-0.092,1,0,-7.5180000,0.054,-0.054,1,0,2459680.1034320,0.000959,-0.000959,1,0,9.5739531,0.0000200,-0.0000200,1,0,4.1720000,0.4790000,-0.4790000,1,0,3170.0000000,0.5020350,-0.5020350,1,0,12.4956000,0.5864970,-0.5864970,1,0,354.6390000,,,,,1208.0000000,,,,,223.4650000,2.2380000,-2.2380000,1,0,6115.0000000,119.0630000,-119.0630000,1,0,3.8764600,0.0796686,-0.0796686,1,0,2.0500000,0.0900000,-0.0900000,1,0,,"2020-05-07 18:04:46","2022-06-01 12:04:12","2025-09-28 22:48:44"
198385543,"1846.01","TOI-1846.01","1846","198385543.01",1,"CP",11.8467000,0.008,-0.008,1,0,"17h11m49.19s",257.9549650,,,,"+54d31m40.25s",54.5278480,,,,-61.6250000,0.115,-0.115,1,0,211.3150000,0.092,-0.092,1,0,2459884.3498030,0.002557,-0.002557,1,0,3.9306746,0.0000072,-0.0000072,1,0,1.4305142,0.1588359,-0.1588359,1,0,1637.1984269,85.5051800,-85.5051800,1,0,1.7902006,0.2476961,-0.2476961,1,0,17.7418678,,,,,523.4432264,,,,,47.2496000,0.0963000,-0.0963000,1,0,3512.0000000,157.0000000,-157.0000000,1,0,4.8161800,0.0039169,-0.0039169,1,0,0.4114520,0.0121252,-0.0121252,1,0,,"2020-05-07 18:04:46","2025-07-22 12:04:25","2025-09-28 22:48:44"
73540072,"1853.01","TOI-1853.01","1853","73540072.01",1,"CP",11.3719000,0.006,-0.006,1,0,"14h05m50.24s",211.4593470,,,,"+16d59m32.53s",16.9923700,,,,-45.6260000,0.065,-0.065,1,0,-12.3110000,0.060,-0.060,1,0,2459690.7434360,0.001757,-0.001757,1,0,1.2436239,0.0000046,-0.0000046,1,0,1.2110000,0.2060000,-0.2060000,1,0,1790.0000000,3.8138200,-3.8138200,1,0,3.8933400,0.2844580,-0.2844580,1,0,435.3300000,,,,,1272.0000000,,,,,165.1050000,1.0000000,-1.0000000,1,0,4968.8000000,107.5000000,-107.5000000,1,0,4.5000000,0.0800000,-0.0800000,1,0,0.8400000,0.0500000,-0.0500000,1,0,,"2020-05-08 16:49:52","2023-12-03 12:03:15","2025-09-28 22:48:44"
81247740,"1855.01","TOI-1855.01","1855","81247740.01",1,"CP",10.6503000,0.007,-0.007,1,0,"13h41m24.95s",205.3539530,,,,"+17d41m12.74s",17.6868720,,,,-73.2240000,0.067,-0.067,1,0,-80.7380000,0.062,-0.062,1,0,2459690.6378420,0.000277,-0.000277,1,0,1.3641482,0.0000008,-0.0000008,1,0,0.9520000,0.0520000,-0.0520000,1,0,7820.0000000,1902.1600000,-1902.1600000,1,0,19.5876000,5.2874300,-5.2874300,1,0,852.1620000,,,,,1505.0000000,,,,,176.8330000,1.1780000,-1.1780000,1,0,5347.0000000,121.0000000,-121.0000000,1,0,4.3300000,0.0800000,-0.0800000,1,0,1.0800000,0.0600000,-0.0600000,1,0,,"2020-05-08 16:49:52","2025-04-20 12:03:53","2025-09-28 22:48:44"
229742722,"1859.01","TOI-1859.01","1859","229742722.01",1,"CP",9.9368900,0.006,-0.006,1,0,"18h39m19.62s",279.8317640,,,,"+69d31m22.34s",69.5228730,,,,12.1200000,0.044,-0.044,1,0,-12.1560000,0.041,-0.041,1,0,2460503.6870530,0.001890,-0.001890,1,0,63.4839358,0.0002256,-0.0002256,1,0,5.4570000,0.6380000,-0.6380000,1,0,5357.0000000,139.8440000,-139.8440000,1,0,11.1495000,0.5116110,-0.5116110,1,0,23.7860000,,,,,615.0000000,,,,,224.3850000,1.1670000,-1.1670000,1,0,6415.0000000,131.3000000,-131.3000000,1,0,4.2600000,0.0900000,-0.0900000,1,0,1.4000000,0.0600000,-0.0600000,1,0,,"2020-05-08 17:43:13","2024-11-14 10:08:02","2025-09-28 22:48:44"
279741379,"186.01","TOI-186.01","186","279741379.01",1,"CP",6.9934000,0.006,-0.006,1,0,"03h27m00.05s",51.7501880,,,,"-63d30m00.6s",-63.5001660,,,,355.0840000,0.045,-0.045,1,0,-247.4600000,0.049,-0.049,1,0,2460202.2109880,0.000845,-0.000845,1,0,35.6134391,0.0000324,-0.0000324,1,0,3.5120000,0.7370000,-0.7370000,1,0,1575.0000000,80.9712000,-80.9712000,1,0,3.1219400,0.2919070,-0.2919070,1,0,10.8612000,,,,,505.0000000,,,,,16.3200000,0.0071000,-0.0071000,1,0,4628.5300000,91.9226000,-91.9226000,1,0,4.3223900,0.2368020,-0.2368020,1,0,0.7100000,0.0600000,-0.0600000,1,0,,"2018-12-04 21:48:30","2023-11-03 10:08:02","2025-09-28 22:48:44"
279741379,"186.02","TOI-186.02","186","279741379.02",2,"CP",6.9934000,0.006,-0.006,1,0,"03h27m00.05s",51.7501880,,,,"-63d30m00.6s",-63.5001660,,,,355.0840000,0.045,-0.045,1,0,-247.4600000,0.049,-0.049,1,0,2460201.8249410,0.002681,-0.002681,1,0,7.7897726,0.0000193,-0.0000193,1,0,2.3760000,0.7440000,-0.7440000,1,0,194.0000000,19.6709000,-19.6709000,1,0,1.0008400,0.1078540,-0.1078540,1,0,144.7650000,,,,,966.0000000,,,,,16.3200000,0.0071000,-0.0071000,1,0,4628.5300000,91.9226000,-91.9226000,1,0,4.3223900,0.2368020,-0.2368020,1,0,0.7100000,0.0600000,-0.0600000,1,0,,"2020-07-09 13:30:18","2023-11-15 16:02:02","2025-09-28 22:48:44"
202426247,"1860.01","TOI-1860.01","1860","202426247.01",1,"CP",7.7885000,0.006,-0.006,1,0,"15h05m49.62s",226.4567310,,,,"+64d02m51.66s",64.0476820,,,,-122.3260000,0.064,-0.064,1,0,110.5880000,0.058,-0.058,1,0,2460367.1476210,0.001745,-0.001745,1,0,1.0662082,0.0000018,-0.0000018,1,0,1.1420000,0.1380000,-0.1380000,1,0,151.0000000,8.9728300,-8.9728300,1,0,1.0883000,0.0625888,-0.0625888,1,0,876.7030000,,,,,1515.0000000,,,,,45.8640000,0.0646500,-0.0646500,1,0,5668.0000000,104.7000000,-104.7000000,1,0,4.5100000,0.0700000,-0.0700000,1,0,0.9300000,0.0400000,-0.0400000,1,0,,"2020-05-18 15:28:56","2024-05-08 10:08:01","2025-09-28 22:48:44"
321668398,"1862.01","TOI-1862.01","1862","321668398.01",1,"CP",11.5429000,0.009,-0.009,1,0,"17h37m03.12s",264.2630200,,,,"+53d01m16.59s",53.0212750,,,,-4.2890000,0.041,-0.041,1,0,7.0000000,0.040,-0.040,1,0,2459768.4467710,0.000758,-0.000758,1,0,5.6442112,0.0000047,-0.0000047,1,0,2.9809960,0.0484349,-0.0484349,1,0,4136.2010063,55.5428200,-55.5428200,1,0,11.4462895,0.5574402,-0.5574402,1,0,854.7074229,,,,,1379.0312841,,,,,527.9950000,5.7555000,-5.7555000,1,0,6310.0000000,141.7000000,-141.7000000,1,0,4.1000000,0.0900000,-0.0900000,1,0,1.6359100,0.0772688,-0.0772688,1,0,,"2020-05-29 16:35:30","2023-07-05 12:02:59","2025-09-28 22:48:44"
348755728,"1883.01","TOI-1883.01","1883","348755728.01",1,"CP",13.3462000,0.008,-0.008,1,0,"08h56m21.42s",134.0892460,,,,"-12d55m50.32s",-12.9306440,,,,30.7500000,0.106,-0.106,1,0,3.1680000,0.192,-0.192,1,0,2459256.8465530,0.000987,-0.000987,1,0,4.5063838,0.0000103,-0.0000103,1,0,2.0392007,0.1765048,-0.1765048,1,0,12522.9613662,602.1286000,-602.1286000,1,0,5.5521734,0.5160709,-0.5160709,1,0,17.9435610,,,,,524.9245790,,,,,115.3690000,0.8545000,-0.8545000,1,0,3477.0000000,157.0000000,-157.0000000,1,0,4.7430300,0.0082190,-0.0082190,1,0,0.4935760,0.0149633,-0.0149633,1,0,,"2020-05-29 16:35:31","2025-04-20 12:03:53","2025-09-28 22:48:44"
258510872,"1885.01","TOI-1885.01","1885","258510872.01",1,"CP",11.9742000,0.007,-0.007,1,0,"20h18m39.65s",304.6652230,,,,"+66d09m21.43s",66.1559540,,,,0.5400000,0.039,-0.039,1,0,-3.8060000,0.040,-0.040,1,0,2459736.9995440,0.000952,-0.000952,1,0,6.5440665,0.0000080,-0.0000080,1,0,3.7770000,0.0960000,-0.0960000,1,0,6060.0000000,0.5064750,-0.5064750,1,0,14.1513000,0.6576100,-0.6576100,1,0,318.2240000,,,,,1176.0000000,,,,,560.9010000,6.5070000,-6.5070000,1,0,6232.0000000,123.2000000,-123.2000000,1,0,4.0300000,0.0800000,-0.0800000,1,0,1.7600000,0.0800000,-0.0800000,1,0,,"2020-05-29 16:35:31","2024-02-13 12:03:01","2025-09-28 22:48:44"
91987762,"1898.01","TOI-1898.01","1898","91987762.01",1,"CP",7.4098000,0.006,-0.006,1,0,"09h38m13.27s",144.5553000,,,,"+23d32m48.29s",23.5467460,,,,-64.4330000,0.106,-0.106,1,0,-41.4850000,0.093,-0.093,1,0,2459531.5640330,0.000456,-0.000456,1,0,45.5221456,0.0000476,-0.0000476,1,0,4.3839392,0.0415654,-0.0415654,1,0,3028.5453279,26.9496300,-26.9496300,1,0,9.7055757,0.4855426,-0.4855426,1,0,51.0073705,,,,,681.5974916,,,,,79.6682000,0.4400000,-0.4400000,1,0,6303.9100000,141.8110000,-141.8110000,1,0,4.1176500,0.0924486,-0.0924486,1,0,1.6103400,0.0795980,-0.0795980,1,0,,"2020-05-29 16:46:26","2024-09-17 10:08:02","2025-09-28 22:48:44"
172370679,"1899.01","TOI-1899.01","1899","172370679.01",1,"CP",12.5826000,0.007,-0.007,1,0,"19h57m42.44s",299.4268470,,,,"+40d08m36.05s",40.1433460,,,,35.4270000,0.025,-0.025,1,0,18.8280000,0.029,-0.029,1,0,2459439.2152540,0.012872,-0.012872,1,0,29.0902271,0.0000739,-0.0000739,1,0,4.6769826,0.1087643,-0.1087643,1,0,37562.3332736,656.5121500,-656.5121500,1,0,12.1826517,0.4129190,-0.4129190,1,0,2.6006010,,,,,323.8830195,,,,,128.4380000,0.2500000,-0.2500000,1,0,3854.0000000,157.0000000,-157.0000000,1,0,4.6361900,0.0110121,-0.0110121,1,0,0.6178630,0.0181815,-0.0181815,1,0,,"2020-05-29 16:46:26","2022-10-11 16:02:02","2025-09-28 22:48:44"
183985250,"193.01","TOI-193.01","193","183985250.01",1,"CP",9.1031000,0.006,-0.006,1,0,"23h54m40.53s",358.6688770,,,,"-37d37m41.61s",-37.6282240,,,,247.6150000,0.076,-0.076,1,0,-69.8010000,0.062,-0.062,1,0,2460206.0610590,0.000245,-0.000245,1,0,0.7920646,0.0000002,-0.0000002,1,0,0.4660000,0.1080000,-0.1080000,1,0,1464.0000000,4471.2300000,-4471.2300000,1,0,12.9674000,,,1,0,1013.6900000,,,,,1571.0000000,,,,,80.4373000,0.3162000,-0.3162000,1,0,5422.0000000,185.0000000,-185.0000000,1,0,4.4222300,0.2737420,-0.2737420,1,0,0.9800000,,,1,0,,"2018-11-03 00:53:39","2023-11-03 10:08:02","2025-09-28 22:48:44"
